ID_transcript	relative_PTC_position_in_exon
ENST00000411823.1	0.7645536869340233
ENST00000351136.3	0.04316546762589928
ENST00000328191.4	0.8297474275023387
ENST00000333172.6	0.15670289855072464
ENST00000466813.1	0.42073170731707316
ENST00000377674.4	0.18681318681318682
ENST00000377648.4	0.9138062547673532
ENST00000487819.1	0.5230769230769231
ENST00000472925.1	0.43787878787878787
ENST00000307896.6	0.5087412587412588
ENST00000054650.4	0.6345903771131339
ENST00000377627.3	0.9565772669220945
ENST00000486138.1	0.5507246376811594
ENST00000461311.1	0.9036144578313253
ENST00000467404.2	0.9694656488549618
ENST00000473578.1	0.9715302491103203
ENST00000482934.1	0.839622641509434
ENST00000557126.1	0.6635071090047393
ENST00000439411.2	0.0
ENST00000476864.1	0.0
ENST00000490905.1	0.9549033643521833
ENST00000495233.1	0.9549033643521833
ENST00000303635.7	0.9901447489990761
ENST00000470357.1	0.8944444444444445
ENST00000054666.6	0.9894795127353266
ENST00000377541.1	0.39849624060150374
ENST00000361923.2	0.9668662674650699
ENST00000377532.3	0.9668662674650699
ENST00000469225.1	0.5454545454545454
ENST00000377488.1	0.2626728110599078
ENST00000377491.1	0.550561797752809
ENST00000338639.5	0.5844155844155844
ENST00000377493.5	0.58656330749354
ENST00000493678.1	0.7381342062193126
ENST00000471889.1	0.36363636363636365
ENST00000289877.8	0.36666666666666664
ENST00000377479.2	0.36666666666666664
ENST00000480186.3	0.7719869706840391
ENST00000377436.3	0.0
ENST00000377442.2	0.0
ENST00000377443.2	0.825531914893617
ENST00000602477.1	0.6901344269765323
ENST00000377403.2	0.826264690853347
ENST00000377399.2	0.0
ENST00000357898.3	0.6939759036144578
ENST00000328089.6	0.9390595009596929
ENST00000302692.6	0.9298611111111111
ENST00000340305.5	0.923050259965338
ENST00000508400.1	0.9635036496350365
ENST00000340381.6	0.9479334406870639
ENST00000416541.1	0.9485956544780074
ENST00000377376.4	0.9487043892120571
ENST00000543390.1	0.6466346153846154
ENST00000361110.2	0.5758513931888545
ENST00000377346.4	0.9318407960199006
ENST00000536656.1	0.9378684807256236
ENST00000403197.1	0.9156862745098039
ENST00000462686.1	0.29701230228471004
ENST00000377205.1	0.8748827025336253
ENST00000496751.1	0.9808219178082191
ENST00000315901.4	0.5046728971962616
ENST00000294435.7	0.7899159663865546
ENST00000377153.1	0.8629518072289156
ENST00000488228.1	0.7959183673469388
ENST00000253251.8	0.8707627118644068
ENST00000377157.3	0.9543413173652695
ENST00000343090.6	0.9546130952380952
ENST00000377083.1	0.5870895937673901
ENST00000377093.4	0.7269046742730954
ENST00000263934.6	0.9698275862068966
ENST00000377086.1	0.9916963226571768
ENST00000377081.1	0.9806629834254144
ENST00000477958.1	0.45408163265306123
ENST00000541529.1	0.2468354430379747
ENST00000538557.1	0.7173396674584323
ENST00000270776.8	0.7684824902723736
ENST00000602446.1	0.20454545454545456
ENST00000309048.3	0.7426470588235294
ENST00000470413.2	0.9148936170212766
ENST00000320498.4	0.581573896353167
ENST00000377049.3	0.5847619047619048
ENST00000602296.1	0.9690721649484536
ENST00000602787.1	0.7190721649484536
ENST00000400900.2	0.7190721649484536
ENST00000491661.2	0.5767790262172284
ENST00000538836.1	0.41836734693877553
ENST00000356607.4	0.628361858190709
ENST00000472476.1	0.9694656488549618
ENST00000439080.2	0.2779291553133515
ENST00000240185.3	0.7238144867118291
ENST00000473869.1	0.5955882352941176
ENST00000477447.2	0.5955882352941176
ENST00000315091.3	0.9444444444444444
ENST00000496840.1	0.6183206106870229
ENST00000376819.3	0.8500443655723159
ENST00000376810.5	0.8254480286738352
ENST00000486588.2	0.030612244897959183
ENST00000376804.2	0.9656357388316151
ENST00000483738.1	0.9855442176870748
ENST00000304391.6	0.632630410654828
ENST00000389575.3	0.712241653418124
ENST00000294484.6	0.7126984126984127
ENST00000471895.1	0.016853932584269662
ENST00000475435.1	0.016853932584269662
ENST00000376760.1	0.2009132420091324
ENST00000376768.1	0.32950191570881227
ENST00000251546.4	0.8490077653149266
ENST00000376762.4	0.8492678725236865
ENST00000251547.5	0.9348816029143898
ENST00000376770.1	0.9349112426035503
ENST00000449067.1	0.43132530120481927
ENST00000376753.4	0.6806495263870095
ENST00000294485.5	0.9821457038099792
ENST00000476512.1	0.451063829787234
ENST00000376627.2	0.08717948717948718
ENST00000400895.2	0.08717948717948718
ENST00000452018.2	0.9186746987951807
ENST00000510878.1	0.6241007194244604
ENST00000376637.3	0.957345971563981
ENST00000314340.5	0.8328488372093024
ENST00000376629.4	0.8338150289017341
ENST00000444493.1	0.15384615384615385
ENST00000449278.1	0.09134615384615384
ENST00000433342.1	0.4394904458598726
ENST00000312793.5	0.44126984126984126
ENST00000376497.3	0.947242206235012
ENST00000312413.6	0.15079365079365079
ENST00000376496.3	0.11067961165048544
ENST00000376487.3	0.8484848484848485
ENST00000346436.6	0.9733422192602466
ENST00000376369.3	0.6477272727272727
ENST00000196061.4	0.8246606334841629
ENST00000235329.5	0.9657057654075547
ENST00000444836.1	0.9658077304261645
ENST00000436478.2	0.7056962025316456
ENST00000235332.4	0.7337461300309598
ENST00000514649.1	0.10344827586206896
ENST00000417814.2	0.7060240963855422
ENST00000263932.2	0.8729166666666667
ENST00000413146.2	0.8729166666666667
ENST00000536782.1	0.0
ENST00000376259.3	0.887459807073955
ENST00000466732.2	0.8582089552238806
ENST00000543710.1	0.8374689826302729
ENST00000543766.1	0.9107629427792916
ENST00000011700.6	0.9107629427792916
ENST00000356315.4	0.9584390862944162
ENST00000358136.3	0.9584390862944162
ENST00000471923.1	0.9584390862944162
ENST00000376221.1	0.312
ENST00000359318.5	0.0
ENST00000332530.3	0.7811704834605598
ENST00000376210.3	0.5463659147869674
ENST00000288048.5	0.9424300254452926
ENST00000357726.4	0.34301675977653634
ENST00000400814.3	0.4670487106017192
ENST00000332296.7	0.5310924369747899
ENST00000240189.2	0.18895348837209303
ENST00000330881.5	0.0
ENST00000361079.2	0.3745819397993311
ENST00000376187.1	0.0
ENST00000376168.1	0.36610169491525424
ENST00000376152.1	0.3717805151175812
ENST00000376121.3	0.19130434782608696
ENST00000327795.5	0.0
ENST00000332192.6	0.1109350237717908
ENST00000330087.5	0.3717805151175812
ENST00000376098.4	0.1854014598540146
ENST00000316412.5	0.1109350237717908
ENST00000602960.1	0.1109350237717908
ENST00000506205.1	0.9171974522292994
ENST00000488631.1	0.8380952380952381
ENST00000510906.1	0.46261682242990654
ENST00000487038.1	0.5
ENST00000509009.1	0.8983050847457628
ENST00000475043.1	0.9824561403508771
ENST00000513143.1	0.9908952959028832
ENST00000376061.4	0.9931584948688712
ENST00000294489.6	0.9970760233918129
ENST00000376057.4	0.9970760233918129
ENST00000491134.1	0.7763157894736842
ENST00000343137.4	0.989492119089317
ENST00000311066.5	0.9922279792746114
ENST00000413440.1	0.9923273657289002
ENST00000235372.7	0.16083916083916083
ENST00000505823.1	0.9038461538461539
ENST00000503842.1	0.9264705882352942
ENST00000376048.5	0.9868835257082896
ENST00000400797.3	0.0
ENST00000503743.1	0.0
ENST00000361144.5	0.9337827121332276
ENST00000422387.2	0.9338613861386139
ENST00000400798.2	0.9338613861386139
ENST00000376030.2	0.9540873460246361
ENST00000376014.3	0.5883514313919053
ENST00000400796.3	0.6146025878003697
ENST00000428417.1	0.6377063423110338
ENST00000376008.2	0.6386481802426344
ENST00000434578.2	0.940733772342427
ENST00000375995.3	0.0873015873015873
ENST00000401090.2	0.15441176470588236
ENST00000375997.4	0.6774193548387096
ENST00000444385.1	0.9985734664764622
ENST00000375999.3	0.0
ENST00000481324.1	0.5526315789473685
ENST00000375998.4	0.5
ENST00000314740.8	0.7387387387387387
ENST00000529606.1	0.7387387387387387
ENST00000358897.4	0.8600723763570567
ENST00000417793.1	0.8600723763570567
ENST00000314668.9	0.8600723763570567
ENST00000445566.1	0.7397540983606558
ENST00000375980.4	0.9251428571428572
ENST00000375943.2	0.6838235294117647
ENST00000375949.4	0.8227848101265823
ENST00000359621.4	0.8316831683168316
ENST00000375910.3	0.8380952380952381
ENST00000472665.1	0.5023041474654378
ENST00000475133.1	0.6707317073170732
ENST00000375838.1	0.7894736842105263
ENST00000375847.3	0.8991150442477877
ENST00000375849.1	0.9864864864864865
ENST00000320153.6	0.8518518518518519
ENST00000483899.1	0.6484375
ENST00000480945.1	0.7419354838709677
ENST00000345034.1	0.0
ENST00000375793.2	0.8590534979423868
ENST00000375799.3	0.8590534979423868
ENST00000294454.5	0.916206261510129
ENST00000375782.1	0.8027522935779816
ENST00000441801.2	0.33814102564102566
ENST00000332305.5	0.8553137003841229
ENST00000400773.1	0.9446349828515433
ENST00000375766.3	0.944770283479961
ENST00000375771.1	0.944770283479961
ENST00000375759.3	0.8874570446735395
ENST00000329454.2	0.8521468144044322
ENST00000439316.2	0.09615384615384616
ENST00000420078.1	0.8922018348623854
ENST00000331433.4	0.8929384965831435
ENST00000375692.1	0.8929384965831435
ENST00000375667.3	0.8929384965831435
ENST00000375679.4	0.8929384965831435
ENST00000431772.1	0.32857142857142857
ENST00000476423.1	0.2808219178082192
ENST00000471507.1	0.7228260869565217
ENST00000401088.4	0.967139175257732
ENST00000492354.1	0.967139175257732
ENST00000401089.3	0.9671709044093981
ENST00000375590.3	0.851664984863774
ENST00000504858.1	0.9351851851851852
ENST00000513161.1	0.9351851851851852
ENST00000459640.1	0.1810344827586207
ENST00000504551.2	0.7108433734939759
ENST00000406746.1	0.7692307692307693
ENST00000492095.1	0.7818181818181819
ENST00000457722.2	0.7922077922077922
ENST00000443980.2	0.8753036437246964
ENST00000337132.5	0.9611650485436893
ENST00000601199.1	0.0
ENST00000434336.2	0.0
ENST00000375541.5	0.8610662358642972
ENST00000537499.1	0.3044776119402985
ENST00000413717.2	0.767
ENST00000536552.1	0.7877959927140255
ENST00000375471.4	0.8832080200501253
ENST00000375460.3	0.8320115356885364
ENST00000375453.1	0.9088983050847458
ENST00000375448.4	0.516597510373444
ENST00000375420.3	0.8551724137931035
ENST00000434513.1	0.0
ENST00000375415.1	0.3358302122347066
ENST00000375408.3	0.47843137254901963
ENST00000361221.3	0.4789422135161606
ENST00000167825.4	0.48148148148148145
ENST00000452522.1	0.48148148148148145
ENST00000375406.1	0.41975308641975306
ENST00000251296.1	0.6902654867256637
ENST00000400664.1	0.5280965571824298
ENST00000400661.3	0.13404255319148936
ENST00000375375.3	0.1956521739130435
ENST00000420770.2	0.971618953603159
ENST00000330263.4	0.8970283344851416
ENST00000469076.1	0.8571428571428571
ENST00000497827.1	0.8571428571428571
ENST00000432465.1	0.9019607843137255
ENST00000375153.3	0.8997175141242938
ENST00000375155.3	0.9024725274725275
ENST00000400548.2	0.9024725274725275
ENST00000602450.1	0.47282608695652173
ENST00000602384.1	0.8426966292134831
ENST00000322753.6	0.9959219341683658
ENST00000289749.2	0.0
ENST00000602662.1	0.7789915966386555
ENST00000548815.1	0.8341740226986128
ENST00000375136.3	0.8341740226986128
ENST00000289753.1	0.30171073094867806
ENST00000375120.3	0.9672558139534884
ENST00000375108.3	0.7933333333333333
ENST00000375102.3	0.9039162112932605
ENST00000375099.3	0.8442101436102527
ENST00000485375.2	0.6758620689655173
ENST00000473325.1	0.37037037037037035
ENST00000289825.4	0.0
ENST00000375083.4	0.0
ENST00000467486.1	0.125
ENST00000375079.2	0.0
ENST00000289815.8	0.5549692172383466
ENST00000332947.4	0.40930232558139534
ENST00000375071.3	0.7456140350877193
ENST00000321556.4	0.7613741875580315
ENST00000454000.2	0.25
ENST00000318249.5	0.8616173120728929
ENST00000342104.5	0.8616960728514513
ENST00000318220.6	0.8694951664876477
ENST00000374830.1	0.23850574712643677
ENST00000374832.1	0.5786963434022258
ENST00000374829.1	0.7391732283464567
ENST00000425315.2	0.7417153996101364
ENST00000539907.1	0.7417153996101364
ENST00000540617.1	0.7417153996101364
ENST00000374840.3	0.7424684159378037
ENST00000543870.1	0.9437229437229437
ENST00000344642.2	0.9956939383901954
ENST00000374666.1	0.0
ENST00000337107.6	0.7926829268292683
ENST00000400277.2	0.9226069246435845
ENST00000374663.1	0.6600985221674877
ENST00000400271.2	0.8297872340425532
ENST00000290122.3	0.7638888888888888
ENST00000315554.8	0.8966318234610917
ENST00000421089.2	0.7534626038781164
ENST00000400259.1	0.9404682274247491
ENST00000344548.3	0.9412928759894459
ENST00000374651.4	0.8327586206896552
ENST00000375647.4	0.9608239095315024
ENST00000404138.1	0.9608476286579213
ENST00000538803.1	0.3125845737483085
ENST00000374644.4	0.32266666666666666
ENST00000166244.3	0.942043721403152
ENST00000374642.3	0.2593548387096774
ENST00000402322.1	0.2593548387096774
ENST00000374637.1	0.15757575757575756
ENST00000374639.3	0.37032842582106457
ENST00000374640.4	0.37032842582106457
ENST00000314933.6	0.20718232044198895
ENST00000509305.1	0.209366391184573
ENST00000544305.1	0.8529411764705882
ENST00000374627.1	0.8784403669724771
ENST00000374630.3	0.6156583629893239
ENST00000374632.3	0.8663366336633663
ENST00000400191.3	0.8728254349130175
ENST00000400181.4	0.6365422396856582
ENST00000542151.1	0.6372549019607843
ENST00000356634.3	0.6372549019607843
ENST00000335648.3	0.826394344069128
ENST00000518821.1	0.8016085790884718
ENST00000454117.1	0.8942857142857142
ENST00000518600.1	0.8932038834951457
ENST00000437367.2	0.9666666666666667
ENST00000374555.3	0.10614525139664804
ENST00000443624.1	0.8136054421768707
ENST00000458455.1	0.593939393939394
ENST00000374550.3	0.6419753086419753
ENST00000609199.1	0.8398950131233596
ENST00000418390.2	0.9760502552021987
ENST00000246151.4	0.8944618599791013
ENST00000374524.1	0.8944618599791013
ENST00000374505.2	0.7735124760076776
ENST00000374502.3	0.7321981424148607
ENST00000400061.1	0.9595375722543352
ENST00000374503.3	0.8974358974358975
ENST00000374501.1	0.9159663865546218
ENST00000374514.3	0.941656942823804
ENST00000579103.1	0.0
ENST00000374468.1	0.006818181818181818
ENST00000334351.7	0.7838773491592482
ENST00000528064.1	0.8144927536231884
ENST00000236255.4	0.0
ENST00000342072.4	0.8791092258748674
ENST00000356046.2	0.8792372881355932
ENST00000361548.4	0.8792372881355932
ENST00000350501.5	0.37373737373737376
ENST00000428131.1	0.0
ENST00000358028.4	0.9441558441558442
ENST00000432012.1	0.9825680272108843
ENST00000339255.2	0.7222222222222222
ENST00000374399.4	0.38006230529595014
ENST00000003912.3	0.950125313283208
ENST00000374393.2	0.1827956989247312
ENST00000412742.2	0.3770491803278688
ENST00000538532.1	0.30303030303030304
ENST00000482807.1	0.3333333333333333
ENST00000436717.2	0.9042165538781884
ENST00000374395.4	0.9690600302673616
ENST00000374392.2	0.9620865824146276
ENST00000600523.1	0.9612403100775194
ENST00000537199.1	0.975
ENST00000374389.4	0.7657657657657657
ENST00000447431.2	0.7855670103092783
ENST00000323848.9	0.904147465437788
ENST00000488683.1	0.9095920617420066
ENST00000374379.4	0.9538158265277387
ENST00000423810.2	0.34177215189873417
ENST00000342055.5	0.23961661341853036
ENST00000357542.4	0.6261980830670927
ENST00000417538.2	0.6261980830670927
ENST00000454452.2	0.9169329073482428
ENST00000568195.1	0.23961661341853036
ENST00000328664.4	0.9831932773109243
ENST00000374358.4	0.9735449735449735
ENST00000399763.3	0.8961439588688946
ENST00000399766.3	0.8961439588688946
ENST00000374343.4	0.8961439588688946
ENST00000374338.4	0.929342492639843
ENST00000263979.3	0.8398983481575604
ENST00000374329.1	0.8398983481575604
ENST00000374332.4	0.9504716981132075
ENST00000374315.1	0.9364010475121586
ENST00000354177.4	0.9364248317127898
ENST00000361547.2	0.9364248317127898
ENST00000527604.1	0.926605504587156
ENST00000464008.2	0.5384615384615384
ENST00000478284.1	0.009615384615384616
ENST00000528624.1	0.5384615384615384
ENST00000530599.1	0.5384615384615384
ENST00000466284.1	0.2169811320754717
ENST00000474295.1	0.2169811320754717
ENST00000526894.1	0.3263888888888889
ENST00000524618.1	0.6379310344827587
ENST00000374300.3	0.8967551622418879
ENST00000374301.3	0.8967551622418879
ENST00000374307.5	0.8967551622418879
ENST00000374303.2	0.8970588235294118
ENST00000374280.3	0.8598922247882987
ENST00000374269.1	0.663023679417122
ENST00000374271.4	0.8003237992444684
ENST00000374268.3	0.3679378531073446
ENST00000270812.5	0.8355663824604141
ENST00000374266.5	0.9050505050505051
ENST00000481077.2	0.0
ENST00000482227.1	0.8529411764705882
ENST00000525687.1	0.42758620689655175
ENST00000528281.1	0.8493150684931506
ENST00000531191.1	0.5255731922398589
ENST00000374253.5	0.5553719008264463
ENST00000361530.6	0.556836902800659
ENST00000518899.1	0.12244897959183673
ENST00000456354.2	0.8893528183716075
ENST00000451429.2	0.7111913357400722
ENST00000252992.4	0.9044776119402985
ENST00000476272.2	0.8605683836589698
ENST00000453146.1	0.9060442848593656
ENST00000319041.6	0.6817518248175183
ENST00000270792.5	0.8580786026200873
ENST00000374213.2	0.6278409090909091
ENST00000254231.4	0.9078891257995736
ENST00000326279.6	0.9379310344827586
ENST00000434391.2	0.7515151515151515
ENST00000374185.3	0.6936790923824959
ENST00000427245.2	0.7416267942583732
ENST00000416052.1	0.6068376068376068
ENST00000360009.2	0.9004995836802664
ENST00000431933.1	0.9004995836802664
ENST00000526219.1	0.28700906344410876
ENST00000525682.2	0.5062761506276151
ENST00000236342.7	0.5661764705882353
ENST00000361427.5	0.959254947613504
ENST00000525525.1	0.3184713375796178
ENST00000366866.4	0.3333333333333333
ENST00000526040.2	0.375
ENST00000374163.1	0.6226415094339622
ENST00000531382.1	0.38071065989847713
ENST00000374162.2	0.6534090909090909
ENST00000526792.1	0.6534090909090909
ENST00000374166.4	0.8695187165775401
ENST00000530003.1	0.8695187165775401
ENST00000374168.2	0.8710359408033826
ENST00000438977.1	0.8151260504201681
ENST00000466382.1	0.823076923076923
ENST00000532781.1	0.4028776978417266
ENST00000374152.2	0.0
ENST00000457599.2	0.03400222965440357
ENST00000540690.1	0.18867041198501872
ENST00000430799.2	0.19916820702402957
ENST00000324856.7	0.43752028562155143
ENST00000472757.1	0.8793503480278422
ENST00000449950.2	0.5277310924369748
ENST00000374145.1	0.6614457831325301
ENST00000078527.4	0.6634730538922156
ENST00000374141.2	0.5063291139240507
ENST00000374142.4	0.9698064516129032
ENST00000488397.3	0.4675324675324675
ENST00000339276.4	0.378234398782344
ENST00000321265.5	0.930327868852459
ENST00000522111.2	0.1569060773480663
ENST00000531285.1	0.5144694533762058
ENST00000472249.2	0.2537878787878788
ENST00000447062.2	0.9451073985680191
ENST00000361771.3	0.9042759961127308
ENST00000319394.3	0.9190300041101521
ENST00000464720.1	0.75
ENST00000486082.1	0.75
ENST00000466759.1	0.7321428571428571
ENST00000464813.1	0.8201342281879195
ENST00000478104.1	0.7241379310344828
ENST00000498220.1	0.4759036144578313
ENST00000374076.4	0.9147894221351616
ENST00000608611.1	0.9147894221351616
ENST00000473280.1	0.0
ENST00000543823.1	0.35944700460829493
ENST00000318074.5	0.35944700460829493
ENST00000374024.3	0.5064356435643564
ENST00000530324.1	0.4495798319327731
ENST00000446647.1	0.5682819383259912
ENST00000010299.6	0.0
ENST00000234549.7	0.0
ENST00000419687.2	0.9120654396728016
ENST00000373949.1	0.9414567733151804
ENST00000373954.6	0.9672630376855729
ENST00000373943.4	0.9558757316524088
ENST00000236412.7	0.7540069686411149
ENST00000373931.4	0.7764407853071564
ENST00000311772.5	0.7770056854074542
ENST00000373925.1	0.1282051282051282
ENST00000373927.3	0.1282051282051282
ENST00000373921.3	0.9317617866004962
ENST00000456990.1	0.9317617866004962
ENST00000328928.7	0.9327628361858191
ENST00000548116.1	0.8035714285714286
ENST00000373888.4	0.5291902071563088
ENST00000549094.1	0.46370370370370373
ENST00000373894.3	0.4684287812041116
ENST00000373884.5	0.5624607658505963
ENST00000596102.1	0.12607449856733524
ENST00000465645.1	0.945308002302821
ENST00000497986.1	0.8953488372093024
ENST00000335514.5	0.46387832699619774
ENST00000468425.2	0.8485804416403786
ENST00000253063.3	0.9515492957746479
ENST00000398997.2	0.17339312406576982
ENST00000373842.4	0.6427648578811369
ENST00000373836.3	0.9960254372019078
ENST00000373839.3	0.9960886571056062
ENST00000373831.3	0.47289156626506024
ENST00000373832.1	0.8479582971329279
ENST00000398958.2	0.8717008797653959
ENST00000373833.6	0.8807901907356949
ENST00000373830.3	0.8691049085659288
ENST00000373826.3	0.758147512864494
ENST00000294409.2	0.125
ENST00000361872.4	0.13899138991389914
ENST00000373816.1	0.8674242424242424
ENST00000541996.1	0.9727810650887574
ENST00000542507.1	0.9727810650887574
ENST00000373812.3	0.9728132387706856
ENST00000234961.2	0.4329140461215933
ENST00000373797.1	0.17573221757322174
ENST00000356093.2	0.057692307692307696
ENST00000398863.2	0.057692307692307696
ENST00000343067.4	0.057692307692307696
ENST00000347529.3	0.057692307692307696
ENST00000349460.4	0.057692307692307696
ENST00000373798.1	0.057692307692307696
ENST00000373800.3	0.057692307692307696
ENST00000345512.3	0.0
ENST00000460170.2	0.9420560747663551
ENST00000373779.3	0.948376353039134
ENST00000323874.8	0.9484193011647255
ENST00000356870.3	0.9484193011647255
ENST00000428026.2	0.9489291598023064
ENST00000546109.1	0.28761061946902655
ENST00000422613.2	0.6903846153846154
ENST00000344147.5	0.8219026548672567
ENST00000373714.1	0.8219026548672567
ENST00000536859.1	0.7433460076045627
ENST00000536384.1	0.7786885245901639
ENST00000373710.1	0.7797716150081566
ENST00000373709.3	0.7801302931596091
ENST00000441210.2	0.33035714285714285
ENST00000537531.1	0.8497652582159625
ENST00000271064.7	0.8347107438016529
ENST00000457433.2	0.8349056603773585
ENST00000373706.5	0.5261845386533666
ENST00000403528.2	0.6401515151515151
ENST00000373705.1	0.0
ENST00000391369.1	0.44112030553787396
ENST00000492989.1	0.0
ENST00000327300.7	0.9284132841328413
